Time,Engine_Load,Engine_Speed,Vehicle_Speed,Ignition_Timing,Manifold_Relative_Pressure,Accelerator_Opening_Angle,Brake_Booster_Pressure
139.173,30.196,741.5,0,14.0,-0.581,0.0,255.106
139.31,28.235,744.0,0,14.5,-0.581,0.0,255.106
139.452,29.804,750.5,0,14.5,-0.581,0.0,255.106
139.607,29.412,753.75,0,13.5,-0.581,0.0,255.106
139.743,27.059,750.75,0,13.5,-0.581,0.0,255.106
139.916,29.412,757.0,0,13.0,-0.581,0.0,255.106
140.052,27.059,744.75,0,13.5,-0.581,0.0,255.106
140.204,29.412,744.0,0,14.5,-0.581,0.0,255.106
140.366,26.667,745.5,0,14.5,-0.581,0.0,255.106
140.52,26.275,745.0,0,14.5,-0.581,0.0,255.106
140.657,27.451,752.25,0,14.5,-0.581,0.0,255.106
140.801,26.275,756.0,0,13.0,-0.581,0.0,255.106
140.954,27.843,756.5,0,13.0,-0.581,0.0,255.106
141.117,26.667,750.0,0,14.0,-0.581,0.0,255.106
141.253,27.843,744.5,0,14.0,-0.581,0.0,255.106
141.401,29.412,743.0,0,14.5,-0.581,0.0,255.106
141.536,29.804,750.75,0,14.5,-0.581,0.0,255.106
141.672,27.843,748.75,0,14.0,-0.581,0.0,255.106
141.824,29.804,747.5,0,14.0,-0.581,0.0,255.106
141.961,29.02,742.0,0,14.5,-0.581,0.0,255.106
142.113,27.059,741.75,0,14.5,-0.581,0.0,255.106
142.263,28.627,750.5,0,14.5,-0.581,0.0,255.106
142.448,30.196,744.5,0,14.5,-0.581,0.0,255.106
142.619,29.412,741.75,0,13.5,-0.581,0.0,255.106
142.756,27.451,744.25,0,14.5,-0.581,0.0,255.106
142.918,29.412,741.25,0,14.5,-0.581,0.0,255.106
143.058,28.235,749.5,0,14.0,-0.581,0.0,255.106
143.194,27.059,749.25,0,14.0,-0.581,0.0,255.106
143.344,28.235,742.75,0,14.0,-0.581,0.0,255.106
143.517,26.667,747.0,0,14.0,-0.581,0.0,255.106
143.66,29.412,736.0,0,15.0,-0.581,0.0,255.106
143.819,27.451,734.75,0,15.0,-0.581,0.0,255.106
143.959,27.059,729.25,0,15.5,-0.581,0.0,255.106
144.12,29.804,736.75,0,15.5,-0.571,0.0,255.106
144.26,29.02,732.25,0,15.0,-0.571,0.0,255.106
144.397,27.451,724.5,0,16.0,-0.571,0.0,255.106
144.565,31.373,722.5,0,16.0,-0.571,0.0,255.106
144.731,30.196,721.75,0,16.0,-0.571,0.0,255.106
144.885,29.804,723.0,0,15.5,-0.571,0.0,255.106
145.047,30.588,721.0,0,15.5,-0.571,0.0,255.106
145.197,27.843,722.5,0,15.5,-0.571,0.0,255.106
145.334,28.627,731.25,0,14.5,-0.571,0.0,255.106
145.469,29.412,725.0,0,15.0,-0.571,0.0,255.106
145.619,30.196,724.75,0,15.0,-0.561,0.0,255.106
145.785,27.843,720.75,0,15.0,-0.561,0.0,255.106
145.938,28.235,723.5,0,15.0,-0.561,0.0,255.106
146.076,29.02,731.0,0,14.0,-0.561,0.0,255.106
146.224,28.627,728.25,0,13.5,-0.561,0.0,255.106
146.391,27.843,735.0,0,13.5,-0.561,0.0,255.106
146.559,30.98,736.25,0,13.5,-0.561,0.0,255.106
146.723,29.412,737.25,0,13.5,-0.561,0.0,255.106
146.896,31.373,733.75,0,13.5,-0.561,0.0,255.106
147.057,28.627,736.0,0,13.5,-0.561,0.0,255.106
147.193,29.412,733.25,0,14.0,-0.561,0.0,255.106
147.355,30.196,740.25,0,13.0,-0.571,0.0,255.106
147.507,28.627,749.25,0,12.5,-0.571,0.0,255.106
147.645,29.804,754.75,0,12.5,-0.571,0.0,255.106
147.795,29.804,761.0,0,11.5,-0.571,0.0,255.106
147.931,27.059,759.25,0,12.0,-0.571,0.0,255.106
148.101,29.02,758.0,0,12.5,-0.571,0.0,255.106
148.286,30.196,743.75,0,14.0,-0.571,0.0,255.106
148.451,29.412,745.0,0,14.0,-0.571,0.0,255.106
148.635,30.588,744.0,0,14.0,-0.571,0.0,255.106
148.784,29.412,747.0,0,14.0,-0.571,0.0,255.106
148.933,30.588,746.5,0,14.0,-0.571,0.0,255.106
149.082,29.804,757.5,0,13.5,-0.581,0.0,255.106
149.231,30.196,757.5,0,13.0,-0.581,0.0,255.106
149.382,29.412,757.5,0,13.0,-0.581,0.0,255.106
149.518,27.059,754.5,0,13.0,-0.581,0.0,255.106
149.657,27.843,750.75,0,14.0,-0.581,0.0,255.106
149.793,30.196,757.75,0,14.0,-0.581,0.0,255.106
149.967,28.627,751.5,0,14.0,-0.581,0.0,255.106
150.109,30.588,758.0,0,14.0,-0.581,0.0,255.106
150.258,29.02,760.0,0,13.0,-0.581,0.0,255.106
150.406,30.588,760.5,0,13.0,-0.581,0.0,255.106
150.554,28.627,761.25,0,13.0,-0.581,0.0,255.106
150.718,29.804,759.5,0,13.0,-0.581,0.0,255.106
150.87,27.843,750.0,0,13.5,-0.581,0.0,255.106
151.02,30.196,749.5,0,14.5,-0.581,0.0,255.106
151.156,27.059,750.25,0,14.5,-0.581,0.0,255.106
151.291,27.451,755.75,0,13.5,-0.581,0.0,255.106
151.445,29.02,754.25,0,14.0,-0.581,0.0,255.106
151.582,30.196,744.0,0,14.0,-0.581,0.0,255.106
151.731,29.02,746.75,0,14.5,-0.581,0.0,255.106
151.909,29.804,756.25,0,13.5,-0.581,0.0,255.106
152.075,29.412,754.5,0,13.5,-0.581,0.0,255.106
152.23,30.196,756.0,0,13.5,-0.581,0.0,255.106
152.396,29.412,758.25,0,13.5,-0.581,0.0,255.106
152.532,29.412,751.25,0,14.0,-0.581,0.0,255.106
152.684,30.196,749.5,0,14.5,-0.581,0.0,255.106
152.836,29.804,749.25,0,14.0,-0.581,0.0,255.106
153.0,30.196,750.0,0,14.0,-0.581,0.0,255.106
153.152,29.804,749.0,0,14.0,-0.581,0.0,255.106
153.322,30.196,746.0,0,14.5,-0.581,0.0,255.106
153.467,30.588,742.5,0,14.5,-0.581,0.0,255.106
153.606,28.627,747.75,0,14.0,-0.571,0.0,255.106
153.763,27.451,751.25,0,13.5,-0.571,0.0,255.106
153.931,29.02,755.5,0,13.0,-0.571,0.0,255.106
154.07,27.451,754.0,0,13.0,-0.571,0.0,255.106
154.241,29.02,756.25,0,13.0,-0.571,0.0,255.106
154.391,27.059,755.75,0,13.5,-0.581,0.0,255.106
154.572,28.627,752.75,0,14.0,-0.581,0.0,255.106
154.726,27.059,754.75,0,13.5,-0.581,0.0,255.106
154.863,28.627,747.0,0,13.5,-0.581,0.0,255.106
155.001,27.059,748.0,0,14.5,-0.581,0.0,255.106
155.161,28.235,747.25,0,14.5,-0.581,0.0,255.106
155.297,30.196,755.25,0,14.5,-0.581,0.0,255.106
155.458,28.627,753.5,0,14.5,-0.581,0.0,255.106
155.597,30.196,755.75,0,13.5,-0.581,0.0,255.106
155.747,29.412,756.25,0,13.5,-0.581,0.0,255.106
155.91,30.196,757.5,0,13.5,-0.581,0.0,255.106
156.048,29.02,752.5,0,14.0,-0.581,0.0,255.106
156.208,29.804,753.25,0,14.0,-0.581,0.0,255.106
156.361,28.627,752.25,0,14.0,-0.581,0.0,255.106
156.533,30.588,748.75,0,13.5,-0.581,0.0,255.106
156.675,28.235,749.5,0,14.5,-0.581,0.0,255.106
156.822,27.059,748.75,0,14.5,-0.581,0.0,255.106
156.988,28.235,747.75,0,14.5,-0.581,0.0,255.106
157.158,30.196,745.5,0,15.0,-0.581,0.0,255.106
157.295,28.627,742.0,0,15.0,-0.571,0.0,255.106
157.466,27.843,740.75,0,15.0,-0.571,0.0,255.106
157.607,29.412,746.75,0,14.5,-0.571,0.0,255.106
157.76,27.451,750.25,0,14.0,-0.571,0.0,255.106
157.897,27.843,741.0,0,13.5,-0.571,0.0,255.106
158.033,29.02,745.75,0,14.5,-0.571,0.0,255.106
158.183,27.843,747.5,0,14.0,-0.571,0.0,255.106
158.349,28.627,748.75,0,14.0,-0.571,0.0,255.106
158.531,27.451,752.25,0,13.0,-0.581,0.0,255.106
158.683,29.02,748.5,0,14.0,-0.581,0.0,255.106
158.837,28.235,748.0,0,14.5,-0.581,0.0,255.106
159.002,29.02,750.0,0,14.0,-0.581,0.0,255.106
159.173,28.235,748.5,0,13.5,-0.581,0.0,255.106
159.329,29.804,746.5,0,13.5,-0.581,0.0,255.106
159.483,28.627,744.5,0,14.5,-0.581,0.0,255.106
159.638,29.804,741.25,0,15.0,-0.571,0.0,255.106
159.791,28.235,744.5,0,14.5,-0.571,0.0,255.106
159.944,29.412,743.5,0,14.5,-0.571,0.0,255.106
160.107,28.235,742.25,0,15.0,-0.571,0.0,255.106
160.242,29.412,748.0,0,14.0,-0.571,0.0,255.106
160.412,30.98,750.0,0,14.5,-0.571,0.0,255.106
160.582,28.627,739.0,0,15.0,-0.571,0.0,255.106
160.751,27.451,739.5,0,15.0,-0.571,0.0,255.106
160.897,28.235,744.0,0,15.0,-0.571,0.0,255.106
161.032,29.804,746.25,0,14.0,-0.571,0.0,255.106
161.169,30.98,741.25,0,14.5,-0.571,0.0,255.106
161.323,29.02,741.5,0,14.5,-0.571,0.0,255.106
161.482,30.588,742.0,0,14.5,-0.571,0.0,255.106
161.633,30.196,745.25,0,14.0,-0.571,0.0,255.106
161.787,30.588,747.25,0,14.0,-0.571,0.0,255.106
161.937,30.196,759.0,0,12.5,-0.571,0.0,255.106
162.074,27.451,762.25,0,12.5,-0.571,0.0,255.106
162.225,29.412,762.25,0,12.5,-0.571,0.0,255.106
162.388,26.667,766.25,0,12.0,-0.571,0.0,255.106
162.527,27.451,758.25,0,13.0,-0.571,0.0,255.106
162.665,27.451,758.25,0,13.5,-0.571,0.0,255.106
162.82,29.02,754.5,0,14.0,-0.581,0.0,255.106
162.957,29.804,762.75,0,13.0,-0.571,0.0,255.106
163.122,29.412,761.5,0,13.0,-0.571,0.0,255.106
163.305,28.627,752.25,0,14.5,-0.581,0.0,255.106
163.454,29.804,756.5,0,14.0,-0.581,0.0,255.106
163.615,29.02,741.0,0,15.5,-0.571,0.0,255.106
163.765,36.863,714.25,0,18.5,-0.551,0.0,255.106
163.914,38.431,690.25,0,19.5,-0.53,0.0,255.106
164.082,41.176,696.0,0,19.0,-0.5,0.0,255.106
164.242,39.608,716.25,0,14.0,-0.479,0.0,255.106
164.41,38.431,790.5,0,8.5,-0.479,0.0,255.106
164.591,32.549,840.0,0,8.5,-0.49,0.0,255.106
164.766,30.98,897.0,0,8.5,-0.5,0.0,255.106
164.932,27.451,924.0,0,8.5,-0.53,0.0,255.106
165.091,25.882,947.5,0,8.5,-0.551,0.0,255.106
165.252,25.882,937.5,0,8.5,-0.561,0.0,255.106
165.411,26.667,926.0,0,8.5,-0.571,0.0,255.106
165.554,26.667,905.25,0,8.5,-0.571,0.0,255.106
165.69,27.451,889.75,0,10.5,-0.571,0.0,255.106
165.861,30.98,864.75,0,13.5,-0.571,0.0,255.106
166.009,29.412,854.5,0,14.0,-0.571,0.0,255.106
166.161,29.412,861.0,0,14.0,-0.561,0.0,255.106
166.333,29.412,858.25,0,14.0,-0.561,0.0,255.106
166.47,27.451,862.0,0,14.0,-0.561,0.0,255.106
166.645,29.02,866.75,0,13.5,-0.571,0.0,255.106
166.799,28.235,866.25,0,13.5,-0.571,0.0,255.106
166.963,28.235,859.0,0,14.5,-0.571,0.0,255.106
167.114,29.412,857.75,0,14.5,-0.571,0.0,255.106
167.266,27.059,861.0,0,14.0,-0.571,0.0,255.106
167.427,28.235,863.0,0,13.5,-0.571,0.0,255.106
167.599,26.667,851.25,0,15.0,-0.581,0.0,255.106
167.74,27.451,845.5,0,15.5,-0.581,0.0,255.106
167.892,28.235,837.25,0,15.5,-0.581,0.0,255.106
168.056,28.627,839.75,0,15.5,-0.581,0.0,255.106
168.21,28.627,840.5,0,15.5,-0.571,0.0,255.106
168.368,29.02,828.0,0,16.5,-0.571,0.0,255.106
168.537,28.235,824.75,0,16.0,-0.571,0.0,255.106
168.689,29.804,819.25,0,16.0,-0.571,0.0,255.106
168.873,28.627,825.25,0,17.0,-0.571,0.0,255.106
169.031,28.235,811.5,0,17.0,-0.571,0.0,255.106
169.166,29.412,819.5,0,16.5,-0.571,0.0,255.106
169.315,27.843,817.75,0,17.0,-0.571,0.0,255.106
169.455,29.412,811.75,0,16.5,-0.571,0.0,255.106
169.613,29.02,802.0,0,17.0,-0.571,0.0,255.106
169.75,29.02,809.25,0,16.0,-0.571,0.0,255.106
169.928,29.804,800.25,0,16.5,-0.571,0.0,255.106
170.099,30.588,805.0,0,15.5,-0.571,0.0,255.106
170.247,27.843,798.5,0,15.0,-0.571,0.0,255.106
170.402,28.235,806.25,0,15.0,-0.571,0.0,255.106
170.559,30.588,806.25,0,15.0,-0.571,0.0,255.106
170.729,30.196,804.5,0,16.0,-0.571,0.0,255.106
170.869,28.235,805.5,0,14.5,-0.571,0.0,255.106
171.028,30.588,805.0,0,15.5,-0.561,0.0,255.106
171.163,28.235,802.25,0,15.0,-0.561,0.0,255.106
171.297,23.922,823.25,0,2.0,-0.571,0.0,255.106
171.476,20.0,865.75,0,2.0,-0.612,0.0,255.106
171.627,17.255,886.25,0,8.5,-0.632,0.0,255.106
171.792,16.471,926.0,0,8.5,-0.653,0.0,255.106
171.958,16.471,931.0,0,8.5,-0.663,0.0,255.106
172.11,16.863,921.0,0,8.5,-0.673,0.0,255.106
172.246,16.863,896.0,0,10.5,-0.673,0.0,255.106
172.389,21.176,875.0,0,13.0,-0.673,0.0,255.106
172.552,20.0,867.5,0,14.0,-0.673,0.0,255.106
172.687,18.824,861.75,0,14.5,-0.673,0.0,255.106
172.851,20.392,866.0,0,14.0,-0.673,0.0,255.106
173.017,18.039,871.0,0,15.0,-0.683,0.0,255.106
173.17,20.0,853.25,0,15.5,-0.683,0.0,255.106
173.319,19.608,842.25,0,16.5,-0.683,0.0,255.106
173.495,19.608,846.0,0,16.0,-0.683,0.0,255.106
173.67,17.255,843.5,0,16.0,-0.683,0.0,255.106
173.838,18.824,843.25,0,15.5,-0.694,0.0,255.106
173.984,17.255,832.25,0,16.5,-0.694,0.0,255.106
174.152,20.784,819.0,0,17.5,-0.694,0.0,255.106
174.305,18.824,818.25,0,18.5,-0.694,0.0,255.106
174.455,18.824,814.0,0,18.0,-0.694,0.0,255.106
174.608,20.0,803.0,0,18.0,-0.694,0.0,255.106
174.775,17.255,803.75,0,17.5,-0.694,0.0,255.106
174.926,18.431,798.25,0,17.5,-0.694,0.0,255.106
175.1,19.608,801.75,0,17.0,-0.694,0.0,255.106
175.237,17.647,790.5,0,17.0,-0.694,0.0,255.106
175.392,17.647,782.0,0,17.5,-0.694,0.0,255.106
175.556,18.824,773.25,0,18.5,-0.694,0.0,255.106
175.693,20.392,767.0,0,18.5,-0.694,0.0,255.106
175.859,20.392,765.25,0,17.5,-0.694,0.0,255.106
176.004,19.608,764.5,0,18.0,-0.694,0.0,255.106
176.166,20.784,759.0,0,18.0,-0.694,0.0,255.106
176.336,18.431,763.0,0,17.0,-0.683,0.0,255.106
176.48,20.392,751.25,0,18.0,-0.683,0.0,255.106
176.622,17.647,749.75,0,18.0,-0.683,0.0,255.106
176.787,17.647,753.5,0,17.0,-0.683,0.0,255.106
176.946,16.863,739.25,0,18.5,-0.694,0.0,255.106
177.113,17.255,740.5,0,18.0,-0.683,0.0,255.106
177.267,18.039,738.25,0,17.5,-0.683,0.0,255.106
177.437,17.255,732.75,0,18.0,-0.683,0.0,255.106
177.6,19.216,732.0,0,17.5,-0.683,0.0,255.106
177.756,18.431,726.5,0,18.0,-0.683,0.0,255.106
177.907,21.176,724.75,0,17.5,-0.683,0.0,255.106
178.06,20.784,734.0,0,16.5,-0.683,0.0,255.106
178.211,33.333,722.25,0,17.0,-0.653,0.0,255.106
178.371,34.51,745.75,0,14.0,-0.612,0.0,255.106
178.53,32.549,720.0,0,17.0,-0.592,0.0,255.106
178.68,33.725,707.5,0,18.0,-0.571,0.0,255.106
178.869,36.078,732.0,0,15.0,-0.551,0.0,255.106
179.019,33.333,766.0,0,11.0,-0.541,0.0,255.106
179.156,31.765,783.75,0,9.5,-0.53,0.0,255.106
179.292,32.941,803.75,0,8.5,-0.541,0.0,255.106
179.475,30.588,839.0,0,8.5,-0.551,0.0,255.106
179.626,27.843,856.0,0,8.5,-0.551,0.0,255.106
179.787,27.843,857.0,0,8.5,-0.561,0.0,255.106
179.923,29.02,858.0,0,8.5,-0.571,0.0,255.106
180.059,27.059,867.25,0,8.5,-0.571,0.0,255.106
180.21,30.196,811.25,0,13.5,-0.571,0.0,255.106
180.381,31.373,778.25,0,17.0,-0.561,0.0,255.106
180.535,31.765,763.25,0,18.5,-0.551,0.0,255.106
180.671,32.549,753.25,0,19.0,-0.541,0.0,255.106
180.824,34.902,764.25,0,18.0,-0.53,0.0,255.106
180.974,33.725,778.25,0,15.5,-0.53,0.0,255.106
181.118,32.941,798.0,0,13.0,-0.53,0.0,255.106
181.253,30.98,820.0,0,10.5,-0.53,0.0,255.106
181.403,30.98,840.25,0,9.0,-0.53,0.0,255.106
181.551,28.235,849.5,0,8.5,-0.541,0.0,255.106
181.713,29.804,850.25,0,9.5,-0.551,0.0,255.106
181.896,29.02,858.25,0,9.0,-0.551,0.0,255.106
182.07,29.02,851.75,0,10.5,-0.561,0.0,255.106
182.22,28.627,846.5,0,11.5,-0.561,0.0,255.106
182.366,28.627,846.25,0,12.0,-0.561,0.0,255.106
182.554,29.02,842.75,0,12.5,-0.561,0.0,255.106
182.707,29.804,840.5,0,13.0,-0.561,0.0,255.106
182.876,29.412,847.5,0,12.5,-0.561,0.0,255.106
183.045,30.196,844.0,0,13.5,-0.571,0.0,255.106
183.181,29.02,845.25,0,13.0,-0.571,0.0,255.106
183.318,27.843,845.5,0,13.0,-0.571,0.0,255.106
183.496,29.02,839.0,0,14.0,-0.571,0.0,255.106
183.675,29.804,848.5,0,13.0,-0.571,0.0,255.106
183.826,29.02,846.0,0,13.0,-0.571,0.0,255.106
183.989,29.412,836.5,0,14.5,-0.571,0.0,255.106
184.141,28.235,833.75,0,14.5,-0.571,0.0,255.106
184.313,29.804,836.75,0,14.5,-0.571,0.0,255.106
184.466,28.235,836.75,0,14.0,-0.571,0.0,255.106
184.621,29.412,837.0,0,15.0,-0.571,0.0,255.106
184.759,28.235,829.75,0,15.0,-0.571,0.0,255.106
184.908,30.196,827.75,0,15.5,-0.571,0.0,255.106
185.062,28.627,820.5,0,15.5,-0.571,0.0,255.106
185.199,29.02,830.75,0,15.0,-0.571,0.0,255.106
185.35,28.235,826.75,0,15.5,-0.571,0.0,255.106
185.533,28.235,821.25,0,14.5,-0.571,0.0,255.106
185.685,29.804,821.75,0,15.0,-0.571,0.0,255.106
185.822,27.843,812.75,0,15.0,-0.571,0.0,255.106
185.961,29.804,812.25,0,15.5,-0.571,0.0,255.106
186.097,28.627,809.5,0,16.0,-0.571,0.0,255.106
186.234,29.02,809.25,0,15.5,-0.571,0.0,255.106
186.414,30.98,807.5,0,15.0,-0.571,0.0,255.106
186.586,28.627,811.75,0,15.0,-0.571,0.0,255.106
186.75,29.02,812.5,0,15.5,-0.571,0.0,255.106
186.921,29.804,806.25,0,15.5,-0.571,0.0,255.106
187.094,29.412,814.5,0,14.5,-0.571,0.0,255.106
187.279,29.02,809.0,0,15.0,-0.571,0.0,255.106
187.428,29.02,809.0,0,15.0,-0.571,0.0,255.106
187.589,30.588,808.0,0,15.0,-0.571,0.0,255.106
187.726,28.627,807.25,0,15.0,-0.571,0.0,255.106
187.879,29.412,807.75,0,15.0,-0.571,0.0,255.106
188.04,29.804,807.75,0,13.5,-0.571,0.0,255.106
188.178,29.412,808.5,0,14.5,-0.571,0.0,255.106
188.325,30.196,810.5,0,14.5,-0.571,0.0,255.106
188.485,29.02,809.5,0,13.5,-0.571,0.0,255.106
188.621,29.412,806.0,0,14.5,-0.571,0.0,255.106
188.785,30.98,816.25,0,13.5,-0.571,0.0,255.106
188.936,28.235,816.5,0,13.5,-0.571,0.0,255.106
189.122,28.627,806.25,0,14.5,-0.571,0.0,255.106
189.288,30.196,803.0,0,15.0,-0.571,0.0,255.106
189.443,29.412,803.25,0,14.0,-0.571,0.0,255.106
189.603,28.627,809.5,0,14.0,-0.571,0.0,255.106
189.776,30.588,809.0,0,14.0,-0.571,0.0,255.106
189.923,30.98,806.75,0,14.5,-0.571,0.0,255.106
190.063,29.804,805.0,0,14.5,-0.571,0.0,255.106
190.241,29.02,800.0,0,15.0,-0.571,0.0,255.106
190.422,30.588,808.0,0,14.0,-0.571,0.0,255.106
190.571,30.588,807.0,0,14.0,-0.571,0.0,255.106
190.734,29.02,808.75,0,14.0,-0.571,0.0,255.106
190.875,29.412,805.0,0,14.0,-0.571,0.0,255.106
191.041,30.588,804.5,0,14.0,-0.571,0.0,255.106
191.211,29.804,795.25,0,15.0,-0.571,0.0,255.106
191.348,29.02,800.0,0,15.5,-0.571,0.0,255.106
191.5,30.98,801.25,0,15.0,-0.571,0.0,255.106
191.677,30.196,794.5,0,15.0,-0.571,0.0,255.106
191.848,30.588,801.75,0,14.0,-0.561,0.0,255.106
192.013,28.627,800.25,0,14.0,-0.571,0.0,255.106
192.167,29.02,795.25,0,14.5,-0.571,0.0,255.106
192.312,28.627,809.5,0,2.0,-0.571,0.0,255.106
192.461,20.0,852.5,0,2.0,-0.602,0.0,255.106
192.636,19.216,872.0,0,8.5,-0.643,0.0,255.106
192.799,18.431,914.25,0,8.5,-0.663,0.0,255.106
192.957,18.039,914.5,0,8.5,-0.673,0.0,255.106
193.108,17.647,906.0,0,8.5,-0.683,0.0,255.106
193.26,17.647,880.25,0,11.0,-0.683,0.0,255.106
193.419,19.608,862.75,0,13.5,-0.694,0.0,255.106
193.595,18.824,847.5,0,15.0,-0.694,0.0,255.106
193.749,20.0,835.0,0,16.5,-0.683,0.0,255.106
193.913,19.216,820.25,0,18.5,-0.683,0.0,255.106
194.058,22.745,814.25,0,18.0,-0.683,0.0,255.106
194.226,21.176,807.0,0,18.0,-0.683,0.0,255.106
194.381,20.0,807.25,0,17.5,-0.683,0.0,255.106
194.545,20.784,822.25,0,15.5,-0.683,0.0,255.106
194.707,18.824,815.0,0,16.0,-0.683,0.0,255.106
194.877,18.039,809.75,0,16.5,-0.683,0.0,255.106
195.03,20.784,802.0,0,17.0,-0.683,0.0,255.106
195.183,19.608,800.5,0,16.0,-0.683,0.0,255.106
195.355,18.431,797.5,0,15.0,-0.673,0.0,255.106
195.491,18.824,795.25,0,16.0,-0.673,0.0,255.106
195.627,20.0,795.25,0,15.5,-0.673,0.0,255.106
195.781,16.863,778.25,0,14.5,-0.673,9.766,255.106
195.949,78.431,778.0,0,17.5,-0.51,17.578,255.106
196.121,100.0,961.5,0,21.5,-0.184,21.484,255.106
196.301,51.765,1513.25,0,26.0,-0.153,21.875,255.106
196.481,45.098,1828.25,0,27.5,-0.204,21.875,255.106
196.653,47.059,1786.25,0,27.0,-0.194,21.875,255.106
196.814,49.804,1607.0,3,25.5,-0.173,21.875,255.106
196.956,52.941,1446.25,5,23.0,-0.143,22.266,255.106
197.129,56.863,1302.75,6,19.5,-0.112,23.047,255.106
197.288,67.843,1156.75,8,16.5,-0.071,25.391,255.106
197.442,80.392,1062.25,9,12.5,-0.02,28.906,255.106
197.597,74.51,1172.75,11,13.5,0.01,40.625,255.106
197.759,71.373,1373.25,12,15.0,0.02,46.094,255.106
197.93,69.412,1425.0,13,15.0,0.02,49.609,255.106
198.092,66.275,1669.0,14,16.5,0.031,49.219,255.106
198.249,70.196,1704.5,16,15.0,0.041,50.0,255.106
198.419,64.706,1937.75,17,17.5,0.041,52.344,255.106
198.585,66.275,2018.75,18,19.5,0.051,54.297,255.106
198.77,66.275,2242.0,20,22.5,0.02,53.906,255.106
198.912,69.804,2337.75,21,24.0,0.031,54.688,255.106
199.089,66.275,2527.25,22,27.0,0.02,54.297,255.106
199.272,63.137,2700.75,24,29.5,0.031,51.172,255.106
199.435,61.569,2863.0,25,31.0,0.01,48.438,255.106
199.595,59.608,3007.5,27,32.0,0.031,51.172,255.106
199.784,60.392,3169.25,28,32.5,0.061,51.172,255.106
199.95,59.608,3332.0,30,33.0,0.071,54.688,255.106
200.113,55.294,3523.5,31,32.5,0.092,55.469,255.106
200.274,54.118,3711.25,33,32.5,0.112,53.906,255.106
200.44,51.765,3861.5,35,35.0,0.092,46.484,255.106
200.599,46.667,3991.25,36,37.0,0.02,32.812,255.106
200.757,30.588,4111.75,37,43.0,-0.296,0.0,255.106
200.931,9.804,4059.25,38,20.0,-0.653,0.0,255.106
201.097,9.02,3764.0,38,12.0,-0.694,0.0,255.106
201.253,10.98,3468.0,38,3.5,-0.683,0.0,255.106
201.42,12.549,3151.25,37,22.0,-0.663,0.0,255.106
201.596,14.51,2808.0,37,22.0,-0.653,0.0,255.106
201.782,17.255,2493.75,37,49.5,-0.643,24.609,255.106
201.95,69.804,2536.25,37,35.5,-0.133,59.375,255.106
202.145,64.706,2496.0,38,31.0,-0.031,72.266,255.106
202.308,69.02,2528.75,39,28.0,0.051,73.828,255.106
202.469,69.412,2646.0,40,27.5,0.082,74.609,255.106
202.658,76.078,2717.25,41,26.0,0.153,78.125,255.106
202.851,72.941,2781.75,42,25.5,0.214,78.906,255.106
203.018,74.51,2869.25,43,25.0,0.245,78.906,255.106
203.16,82.745,2940.75,44,25.0,0.286,79.297,255.106
203.338,81.961,3025.25,46,25.0,0.337,79.297,255.106
203.498,87.059,3138.75,47,24.5,0.377,78.125,255.106
203.659,89.02,3230.5,49,24.0,0.439,76.562,255.106
203.809,87.451,3330.25,50,23.5,0.49,75.391,255.106
203.981,85.882,3424.25,52,23.5,0.479,69.531,255.106
204.182,70.588,3566.5,54,25.5,0.398,62.109,255.106
204.34,64.706,3631.5,55,27.0,0.296,44.141,255.106
204.499,50.588,3685.5,56,37.0,-0.051,0.0,255.106
204.641,9.412,3694.75,56,17.5,-0.5,0.0,255.106
204.819,8.235,3422.75,56,11.5,-0.663,0.0,255.106
205.014,11.765,3072.75,56,4.5,-0.673,0.0,255.106
205.172,12.157,2855.0,56,24.0,-0.673,0.0,255.106
205.336,13.333,2643.75,55,50.0,-0.683,12.891,255.106
205.505,50.196,2671.0,55,43.5,-0.306,38.672,255.106
205.694,56.471,2552.0,56,35.5,-0.133,41.016,255.106
205.864,54.902,2569.75,56,35.5,-0.112,43.359,255.106
206.005,56.078,2571.5,56,35.0,-0.102,43.359,255.106
206.167,56.078,2587.0,57,35.0,-0.092,43.359,255.106
206.326,56.863,2599.5,57,34.5,-0.082,43.359,255.106
206.47,56.863,2605.75,58,34.5,-0.071,43.359,255.106
206.626,56.863,2644.5,58,34.5,-0.061,47.656,255.106
206.798,60.392,2656.0,59,33.0,-0.02,53.906,255.106
206.974,61.961,2682.75,59,31.5,0.01,55.469,255.106
207.151,61.569,2702.75,60,31.5,0.02,54.297,255.106
207.322,58.824,2741.75,60,32.0,0.02,54.297,255.106
207.469,61.961,2768.0,61,31.0,0.031,54.297,255.106
207.612,61.961,2763.0,61,31.0,0.041,54.297,255.106
207.782,62.745,2791.0,62,31.0,0.041,53.906,255.106
207.945,62.745,2833.25,62,30.5,0.051,54.297,255.106
208.095,61.961,2855.0,63,31.0,0.061,54.297,255.106
208.268,60.392,2865.75,63,31.0,0.071,54.297,255.106
208.445,61.569,2907.25,64,31.0,0.082,53.906,255.106
208.608,58.824,2930.75,64,32.5,0.061,43.75,255.106
208.761,53.725,2937.0,65,36.0,0.0,20.703,255.106
208.917,22.745,3041.25,65,15.5,-0.408,0.0,255.106
209.101,7.451,3036.75,64,12.5,-0.673,0.0,255.106
209.288,8.627,2818.25,64,6.5,-0.704,0.0,255.106
