Time,Engine_Load,Coolant_Temperature,Engine_Speed,Vehicle_Speed,Manifold_Relative_Pressure
77.989,12.941,88,1490.5,23,-0.755
78.115,12.941,88,1500.0,23,-0.755
78.246,13.333,88,1477.75,22,-0.755
78.355,12.941,88,1470.25,22,-0.745
78.486,13.333,88,1449.75,22,-0.745
78.599,13.725,88,1443.5,22,-0.745
78.71,13.725,88,1456.0,22,-0.745
78.841,13.725,88,1433.5,22,-0.745
78.967,13.725,88,1423.5,21,-0.745
79.092,13.725,88,1399.25,21,-0.745
79.2,14.118,88,1367.75,21,-0.735
79.329,13.725,88,1370.25,21,-0.735
79.437,14.902,88,1352.25,21,-0.735
79.562,14.51,88,1350.5,20,-0.735
79.671,14.118,88,1339.5,20,-0.735
79.817,14.902,88,1303.0,20,-0.735
79.947,14.902,88,1292.25,20,-0.735
80.059,15.294,88,1276.25,20,-0.735
80.188,15.686,88,1266.0,19,-0.735
80.298,14.902,88,1253.0,19,-0.735
80.417,14.902,88,1252.5,19,-0.735
80.534,15.294,88,1227.0,19,-0.735
80.643,15.686,88,1217.0,18,-0.735
80.751,16.078,88,1209.5,18,-0.735
80.866,19.216,88,1185.0,18,-0.724
80.974,21.961,88,1172.75,18,-0.704
81.082,21.569,88,1182.75,18,-0.694
81.207,21.569,88,1141.5,17,-0.683
81.335,21.176,88,1168.25,17,-0.683
81.454,21.961,88,1116.0,17,-0.673
81.598,22.353,88,1142.75,17,-0.673
81.722,22.353,88,1124.5,17,-0.673
81.865,22.745,88,1099.0,17,-0.663
81.992,21.961,88,1136.75,17,-0.663
82.101,21.176,88,1121.75,17,-0.663
82.234,22.353,88,1099.75,17,-0.663
82.358,21.961,88,1096.75,17,-0.653
82.48,21.176,88,1116.75,17,-0.653
82.591,21.569,88,1103.75,17,-0.653
82.718,23.529,88,1092.75,17,-0.653
82.844,22.745,88,1068.0,16,-0.653
82.952,22.745,88,1100.75,16,-0.653
83.091,23.137,88,1068.25,16,-0.653
83.217,21.569,88,1078.0,16,-0.653
83.326,21.569,88,1077.25,16,-0.653
83.452,21.961,88,1052.25,16,-0.653
83.579,22.353,88,1057.25,16,-0.653
83.689,25.098,88,1044.5,16,-0.643
83.807,26.275,88,1041.75,16,-0.632
83.933,30.588,88,1043.75,16,-0.602
84.06,36.863,88,1043.0,16,-0.571
84.17,53.725,88,1056.5,16,-0.49
84.303,58.039,88,1072.75,16,-0.388
84.425,64.706,88,1070.75,16,-0.326
84.58,66.275,88,1104.0,17,-0.224
84.69,61.961,88,1119.75,17,-0.184
84.834,60.0,88,1158.5,17,-0.163
84.966,55.294,88,1165.75,18,-0.173
85.102,55.686,88,1216.0,18,-0.173
85.252,53.333,88,1236.75,19,-0.173
85.383,52.157,88,1278.5,19,-0.184
85.51,54.902,88,1307.25,20,-0.173
85.636,52.549,88,1324.75,20,-0.173
85.765,50.196,88,1354.5,21,-0.173
85.875,50.196,88,1385.25,21,-0.173
86.011,51.373,88,1422.0,21,-0.163
86.141,52.941,88,1434.25,22,-0.153
86.277,51.373,88,1478.25,22,-0.143
86.404,52.549,88,1511.25,23,-0.133
86.527,49.412,88,1546.0,23,-0.133
86.639,50.588,88,1570.0,24,-0.133
86.785,52.157,88,1590.25,24,-0.133
86.915,49.412,88,1636.5,25,-0.122
87.043,47.843,88,1657.75,25,-0.122
87.168,50.588,88,1701.0,26,-0.122
87.302,49.412,88,1739.25,26,-0.122
87.444,51.765,88,1770.0,27,-0.122
87.572,50.196,88,1799.25,27,-0.122
87.694,50.196,88,1803.0,27,-0.122
87.822,48.627,88,1840.0,28,-0.122
87.96,49.804,88,1903.25,29,-0.112
88.089,49.412,88,1926.25,29,-0.112
88.217,47.843,88,1967.25,30,-0.112
88.335,49.804,88,1981.0,30,-0.112
88.456,47.451,88,2028.25,30,-0.122
88.587,47.451,88,2042.25,31,-0.122
88.717,47.451,88,2105.25,31,-0.133
88.842,43.529,88,2098.25,32,-0.153
88.964,39.608,88,2147.0,32,-0.194
89.085,33.725,88,2153.0,33,-0.306
89.22,19.216,88,2192.0,33,-0.439
89.329,18.824,88,2211.5,33,-0.52
89.437,18.039,88,2204.5,34,-0.581
89.572,17.647,88,2173.75,34,-0.622
89.701,15.294,88,2210.75,33,-0.663
89.828,14.118,88,2170.25,33,-0.683
89.951,12.941,88,2143.0,33,-0.714
90.071,12.549,88,2199.5,33,-0.724
90.196,12.157,88,2144.25,33,-0.745
90.305,11.373,88,2100.0,33,-0.755
90.449,10.98,88,2144.75,32,-0.765
90.574,10.196,88,2105.75,32,-0.765
90.732,10.98,88,2116.25,32,-0.775
90.858,11.373,88,2080.25,32,-0.775
90.988,11.373,88,2078.75,32,-0.765
91.114,10.98,88,2069.75,31,-0.755
91.241,11.373,88,2037.25,31,-0.755
91.375,10.98,88,2014.5,31,-0.755
91.501,11.373,88,1981.25,30,-0.755
91.641,10.98,88,1964.0,30,-0.755
91.787,11.373,88,1928.75,29,-0.755
91.933,11.373,88,1893.75,29,-0.745
92.084,11.765,88,1854.75,28,-0.745
92.195,11.373,88,1838.5,28,-0.745
92.305,12.157,88,1814.0,27,-0.745
92.43,12.157,88,1778.75,27,-0.745
92.538,12.549,88,1749.0,26,-0.755
92.663,12.157,88,1717.0,26,-0.745
92.788,12.549,88,1683.5,26,-0.745
92.916,12.157,88,1655.25,25,-0.755
93.025,12.549,88,1610.5,25,-0.755
93.152,12.941,88,1584.0,24,-0.755
93.295,13.333,88,1547.25,23,-0.755
93.408,13.333,88,1497.5,23,-0.745
93.543,13.333,88,1477.5,22,-0.745
93.669,13.725,88,1435.0,22,-0.745
93.777,14.902,88,1395.0,21,-0.745
93.886,14.51,88,1374.25,21,-0.735
93.995,14.902,88,1324.0,20,-0.735
94.136,14.902,88,1295.5,20,-0.724
94.28,24.706,88,1254.0,19,-0.683
94.396,21.569,88,1242.25,19,-0.673
94.506,19.608,88,1208.75,18,-0.673
94.634,18.824,88,1186.0,18,-0.683
94.755,19.216,88,1170.0,18,-0.683
94.894,18.039,88,1164.5,17,-0.694
95.019,19.216,88,1108.25,17,-0.694
95.129,21.176,88,1097.0,17,-0.694
95.276,21.176,88,1105.5,16,-0.683
95.404,21.569,88,1077.75,16,-0.673
95.513,22.353,88,1055.25,16,-0.673
95.638,20.0,88,1032.0,16,-0.673
95.769,22.353,88,1019.75,16,-0.673
95.917,20.784,88,1013.75,15,-0.673
96.06,21.961,88,1003.75,15,-0.673
96.17,22.745,88,997.75,15,-0.663
96.279,21.569,88,1010.5,15,-0.663
96.414,21.176,88,993.0,15,-0.663
96.525,20.0,88,989.75,15,-0.663
96.649,20.784,88,981.0,15,-0.673
96.784,21.569,88,969.0,15,-0.673
96.94,19.608,88,986.75,15,-0.673
97.06,21.569,88,965.75,15,-0.673
97.186,29.02,88,976.5,15,-0.653
97.304,44.706,88,972.25,15,-0.581
97.451,48.235,88,995.75,15,-0.51
97.602,58.824,88,993.25,15,-0.398
97.733,68.235,88,1020.75,15,-0.316
97.864,73.725,88,1037.0,16,-0.204
98.008,63.529,88,1071.25,16,-0.143
98.134,63.529,88,1108.0,17,-0.112
98.262,60.784,88,1118.75,17,-0.112
98.399,61.961,88,1146.5,18,-0.112
98.525,60.0,88,1186.0,18,-0.122
98.651,60.784,88,1202.25,18,-0.122
98.782,56.078,88,1244.75,19,-0.122
98.932,59.608,88,1278.75,19,-0.122
99.045,55.294,88,1286.5,20,-0.133
99.155,61.176,88,1307.25,20,-0.112
99.299,62.353,88,1366.5,21,-0.082
99.428,65.098,88,1398.0,21,-0.061
99.554,62.745,88,1431.75,21,-0.051
99.673,63.137,88,1436.5,22,-0.041
99.799,61.176,88,1513.0,23,-0.041
99.925,62.353,88,1533.25,23,-0.031
100.034,64.314,88,1575.25,24,-0.031
100.162,63.529,88,1614.75,24,-0.031
100.279,59.216,88,1642.75,25,-0.031
100.415,61.176,88,1694.0,26,-0.031
100.526,61.961,88,1724.75,26,-0.031
100.653,64.706,88,1782.5,27,-0.031
100.78,62.353,88,1825.25,28,-0.031
100.918,60.784,88,1864.25,28,-0.02
101.067,61.176,88,1918.25,29,-0.02
101.19,60.0,88,1966.5,30,-0.02
101.318,58.431,88,2011.0,30,-0.02
101.455,60.0,88,2055.25,31,-0.02
101.595,60.0,88,2083.5,32,-0.031
101.734,60.392,88,2137.25,32,-0.031
101.873,60.392,88,2178.5,33,-0.031
102.023,61.176,88,2250.75,34,-0.041
102.148,61.176,88,2298.0,34,-0.041
102.279,61.961,88,2345.25,35,-0.041
102.42,63.529,88,2379.25,36,-0.041
102.549,62.353,88,2444.5,37,-0.041
102.66,60.392,88,2469.75,37,-0.041
102.804,60.0,88,2514.5,38,-0.031
102.939,59.216,88,2581.75,39,-0.041
103.069,58.039,88,2603.25,40,-0.051
103.212,52.157,88,2665.75,40,-0.102
103.338,45.49,88,2679.75,41,-0.163
103.458,39.608,88,2721.75,41,-0.245
103.589,26.667,88,2739.25,42,-0.367
103.716,22.745,88,2748.0,42,-0.449
103.846,21.569,88,2738.0,42,-0.51
103.983,21.176,88,2761.75,42,-0.541
104.105,20.784,88,2745.5,42,-0.571
104.26,21.176,88,2741.5,42,-0.581
104.387,20.0,88,2747.0,42,-0.592
104.504,20.0,88,2762.0,42,-0.602
104.634,18.431,88,2749.5,42,-0.622
104.74,15.686,88,2728.25,42,-0.653
104.88,15.294,88,2741.75,42,-0.673
105.031,13.725,88,2728.5,41,-0.704
105.142,12.941,88,2709.25,41,-0.724
105.271,12.549,88,2726.75,41,-0.735
105.418,12.157,88,2685.0,41,-0.745
105.53,12.157,88,2686.5,41,-0.745
105.655,11.765,88,2691.75,41,-0.755
105.788,11.373,88,2704.5,41,-0.745
105.933,12.157,88,2672.0,41,-0.755
106.059,12.157,88,2664.75,41,-0.755
106.181,12.549,88,2649.5,40,-0.745
106.325,13.333,88,2673.5,40,-0.735
106.47,14.118,88,2632.5,40,-0.724
106.601,15.294,88,2660.25,40,-0.704
106.71,16.078,88,2649.25,40,-0.704
106.859,15.294,88,2640.25,40,-0.694
106.971,16.078,88,2629.75,40,-0.694
107.088,15.686,88,2634.75,40,-0.694
107.206,17.255,88,2641.0,40,-0.683
107.326,17.647,88,2655.0,40,-0.673
107.455,18.431,88,2639.0,40,-0.663
107.565,19.216,88,2634.0,40,-0.653
107.676,19.216,88,2633.25,40,-0.643
107.786,18.824,88,2625.25,40,-0.643
107.918,17.647,88,2648.75,40,-0.643
108.029,18.039,88,2651.5,40,-0.653
108.139,18.824,88,2653.75,40,-0.653
108.273,18.824,88,2661.5,40,-0.653
108.415,18.431,88,2658.25,40,-0.643
108.541,18.824,88,2641.0,40,-0.643
108.67,18.039,88,2644.75,40,-0.643
108.796,18.039,88,2663.25,40,-0.653
108.925,18.824,88,2648.25,40,-0.653
109.037,19.216,88,2652.75,40,-0.643
109.149,20.392,88,2655.5,40,-0.632
109.26,21.176,88,2658.25,40,-0.632
109.388,22.745,88,2682.5,40,-0.612
109.518,22.745,88,2685.0,41,-0.592
109.644,25.098,88,2680.25,41,-0.571
109.78,25.49,88,2682.5,41,-0.561
109.91,25.098,88,2693.5,41,-0.551
110.05,25.882,88,2723.5,41,-0.53
110.175,25.49,88,2718.0,41,-0.53
110.305,25.098,88,2721.5,41,-0.52
110.426,25.098,88,2754.75,41,-0.52
110.55,25.098,88,2744.25,42,-0.53
110.692,24.314,88,2777.0,42,-0.541
110.807,22.745,88,2762.0,42,-0.561
110.955,21.569,88,2773.25,42,-0.571
111.064,20.784,88,2779.75,42,-0.581
111.211,20.392,88,2787.75,42,-0.602
111.341,19.608,88,2798.75,43,-0.612
111.452,17.647,88,2806.25,43,-0.632
111.563,16.471,88,2813.5,43,-0.643
111.677,16.471,88,2821.25,43,-0.653
111.813,16.471,88,2809.0,43,-0.663
111.958,17.255,88,2802.5,43,-0.663
112.085,16.863,88,2818.5,43,-0.663
112.208,17.255,88,2829.25,43,-0.663
112.318,17.255,88,2826.25,43,-0.663
112.462,15.686,88,2835.25,43,-0.683
112.574,12.941,88,2801.0,43,-0.704
112.695,11.373,88,2814.75,43,-0.724
112.827,9.804,88,2821.5,43,-0.755
112.973,9.804,88,2790.75,43,-0.775
113.106,9.412,88,2795.75,42,-0.786
113.248,9.02,88,2775.5,42,-0.786
113.358,9.412,88,2753.25,42,-0.775
113.501,9.804,88,2752.0,42,-0.775
113.642,10.196,88,2727.25,42,-0.775
113.767,10.196,88,2718.0,41,-0.765
113.921,10.588,88,2682.25,41,-0.765
114.046,12.549,88,2702.75,41,-0.745
114.175,12.549,88,2648.5,41,-0.735
114.285,12.549,88,2637.0,40,-0.735
114.42,11.373,88,2661.25,40,-0.745
114.547,12.157,88,2601.0,40,-0.755
114.675,11.765,88,2604.25,40,-0.755
114.799,12.157,88,2607.5,39,-0.755
114.93,12.549,88,2562.5,39,-0.755
115.057,12.549,88,2594.0,39,-0.755
115.168,13.333,88,2563.5,39,-0.745
115.298,15.686,88,2557.75,39,-0.724
115.422,16.471,88,2557.25,39,-0.714
115.559,16.471,88,2529.0,39,-0.694
115.665,17.255,88,2542.75,38,-0.694
115.792,17.255,88,2522.25,38,-0.683
115.937,16.863,88,2504.75,38,-0.683
116.048,17.647,88,2512.25,38,-0.683
116.159,18.039,88,2525.0,38,-0.683
116.288,18.824,89,2505.5,38,-0.673
116.427,18.824,89,2495.25,38,-0.673
116.556,18.431,89,2484.5,38,-0.673
116.69,19.216,89,2490.25,38,-0.663
116.816,18.431,89,2484.5,38,-0.663
116.962,17.647,89,2482.25,38,-0.663
117.094,19.216,89,2457.75,37,-0.653
117.223,19.608,89,2478.0,38,-0.643
117.343,21.176,89,2472.25,37,-0.632
117.478,22.353,89,2457.5,37,-0.622
117.625,21.961,89,2449.5,37,-0.612
117.749,21.961,89,2455.25,37,-0.612
117.875,21.961,89,2456.25,37,-0.612
118.021,21.569,89,2446.25,37,-0.612
118.131,21.176,89,2460.5,37,-0.622
118.242,20.784,89,2447.5,37,-0.622
118.377,20.392,89,2468.5,37,-0.632
118.485,21.569,89,2446.5,37,-0.632
118.596,20.784,89,2467.0,37,-0.622
118.721,20.784,89,2455.0,37,-0.622
118.843,21.961,89,2451.0,37,-0.622
118.962,21.569,89,2453.75,37,-0.622
119.082,21.176,89,2453.5,37,-0.622
119.221,20.0,89,2454.75,37,-0.643
119.347,20.0,89,2458.75,37,-0.643
119.499,19.216,89,2451.75,37,-0.653
119.609,19.216,89,2436.25,37,-0.653
119.747,19.216,89,2446.0,37,-0.663
119.857,18.431,89,2429.75,37,-0.663
119.997,19.216,89,2425.5,37,-0.663
120.126,18.824,89,2422.25,37,-0.663
120.266,18.824,89,2413.25,37,-0.663
120.417,18.431,89,2408.0,37,-0.663
120.528,18.431,89,2433.5,37,-0.663
120.658,18.824,89,2443.25,37,-0.673
120.767,18.039,89,2405.0,37,-0.673
120.894,16.078,89,2430.75,37,-0.694
121.043,16.471,89,2413.5,37,-0.704
121.171,16.471,89,2442.5,37,-0.704
121.309,16.078,89,2420.75,37,-0.704
121.424,16.471,89,2441.25,37,-0.704
121.552,12.549,89,2417.25,37,-0.735
121.663,10.588,89,2403.25,37,-0.755
121.785,10.98,89,2419.25,37,-0.765
121.892,10.98,89,2404.25,37,-0.765
122.036,11.765,89,2315.5,36,-0.765
122.145,11.765,89,2254.25,36,-0.765
122.291,11.765,89,2180.5,36,-0.775
122.432,11.373,89,2072.75,36,-0.765
122.573,10.98,89,1954.25,36,-0.765
122.707,11.373,89,1856.75,36,-0.765
122.83,12.157,89,1756.75,36,-0.765
122.954,12.157,89,1674.25,36,-0.765
123.065,13.333,89,1579.5,35,-0.765
123.174,13.725,89,1454.0,35,-0.755
123.3,15.294,89,1332.0,35,-0.745
123.427,17.255,89,1184.5,35,-0.735
123.551,21.176,89,1076.5,34,-0.714
123.658,26.275,89,956.75,34,-0.683
123.766,29.804,89,905.25,34,-0.663
123.884,27.451,89,1033.5,34,-0.632
123.994,24.706,89,1087.75,33,-0.632
124.104,20.784,89,1129.25,33,-0.643
124.236,18.824,89,1159.5,33,-0.663
124.347,18.824,89,1182.0,32,-0.673
124.472,17.647,89,1201.75,32,-0.683
124.582,16.863,89,1199.75,32,-0.704
124.709,16.471,89,1206.0,31,-0.714
124.819,15.686,89,1194.25,31,-0.724
124.95,15.686,89,1166.25,31,-0.735
125.094,16.471,89,1130.0,31,-0.735
125.205,16.078,89,1106.5,30,-0.735
125.34,16.471,89,1090.25,30,-0.735
125.467,18.039,89,1062.0,30,-0.724
125.61,16.863,89,1050.5,29,-0.724
125.736,18.039,89,1041.25,29,-0.724
125.86,17.255,89,1035.5,28,-0.714
125.999,16.471,89,1020.25,28,-0.714
126.124,16.078,89,1010.5,27,-0.724
126.251,14.118,89,999.0,27,-0.724
126.369,14.902,89,990.75,26,-0.724
126.49,16.471,89,972.5,26,-0.724
126.615,17.647,89,957.5,25,-0.724
126.738,18.039,89,936.0,24,-0.714
126.847,18.431,89,926.75,24,-0.714
126.954,18.431,89,923.5,24,-0.714
127.079,19.216,89,911.5,23,-0.714
127.219,18.824,89,909.0,23,-0.704
127.326,18.431,89,902.5,22,-0.704
127.434,17.255,89,909.5,22,-0.704
127.542,16.863,89,915.0,22,-0.704
127.65,16.863,89,911.75,21,-0.704
127.758,17.255,89,923.5,21,-0.704
127.888,17.647,89,931.75,21,-0.704
128.011,17.647,89,933.5,20,-0.704
128.134,17.647,89,934.5,19,-0.704
128.273,18.039,89,933.5,19,-0.704
128.404,18.824,89,929.0,18,-0.704
128.513,18.824,89,930.75,18,-0.704
128.626,18.431,89,927.25,17,-0.704
128.763,19.216,89,923.5,17,-0.704
128.888,19.216,89,922.75,16,-0.704
129.024,18.824,89,922.5,16,-0.704
129.147,19.216,89,918.5,15,-0.704
129.29,18.431,89,926.25,14,-0.704
129.403,18.039,89,921.5,14,-0.704
129.538,23.529,89,902.5,13,-0.694
129.659,24.314,89,901.5,13,-0.673
129.786,23.529,89,919.25,12,-0.653
129.908,24.706,89,906.5,12,-0.643
130.046,26.667,89,889.0,11,-0.632
130.168,27.059,89,896.25,10,-0.622
130.277,26.667,89,892.0,10,-0.612
130.41,25.098,89,900.25,9,-0.612
130.534,23.922,89,913.5,8,-0.612
130.666,23.529,89,921.75,8,-0.612
130.796,23.529,89,926.25,7,-0.612
130.921,23.922,89,929.75,6,-0.612
131.028,23.922,89,935.25,6,-0.612
131.136,23.529,89,941.5,5,-0.612
131.244,23.529,89,935.75,5,-0.612
131.365,23.529,89,936.0,4,-0.622
131.508,20.784,89,939.25,4,-0.622
131.639,18.824,89,936.0,4,-0.643
131.765,20.0,89,923.25,3,-0.643
131.904,22.353,89,908.25,3,-0.653
132.044,25.098,89,891.25,3,-0.643
132.17,24.314,89,875.75,2,-0.643
132.279,23.529,89,859.0,0,-0.632
132.4,23.529,89,860.0,0,-0.632
132.535,23.922,89,856.0,0,-0.632
132.643,22.353,89,846.0,0,-0.632
132.761,22.745,89,848.0,0,-0.632
132.881,24.706,89,842.5,0,-0.632
132.989,22.353,89,826.25,0,-0.632
133.115,25.098,89,827.75,0,-0.632
133.242,23.137,89,816.75,0,-0.632
133.362,25.49,89,803.5,0,-0.632
133.481,23.529,89,803.5,0,-0.622
133.633,24.706,89,799.0,0,-0.622
133.766,26.275,89,790.25,0,-0.622
133.873,23.137,89,787.25,0,-0.622
134.005,25.098,89,781.75,0,-0.622
134.113,23.529,89,769.25,0,-0.622
134.232,25.098,89,768.0,0,-0.622
134.351,26.667,89,759.5,0,-0.612
134.484,25.882,89,763.0,0,-0.612
134.596,24.314,89,752.75,0,-0.612
134.71,25.49,89,754.5,0,-0.612
134.844,26.667,89,746.0,0,-0.612
134.983,27.059,89,741.25,0,-0.612
135.117,25.49,89,747.75,0,-0.602
135.24,24.314,89,738.75,0,-0.602
135.362,24.314,89,746.25,0,-0.602
135.495,26.275,89,735.25,0,-0.602
135.613,26.667,89,743.25,0,-0.602
135.73,27.843,89,736.0,0,-0.602
135.84,25.098,89,742.5,0,-0.602
135.965,26.667,89,731.25,0,-0.602
136.074,27.843,89,734.75,0,-0.602
136.206,27.843,89,727.0,0,-0.602
136.314,27.843,89,725.0,0,-0.602
136.436,27.059,89,731.25,0,-0.602
136.548,27.451,89,723.75,0,-0.602
136.673,28.235,89,730.0,0,-0.592
136.781,28.627,89,724.5,0,-0.592
136.907,28.627,89,734.25,0,-0.592
137.014,27.059,89,735.25,0,-0.592
137.139,26.275,89,726.25,0,-0.592
137.25,28.627,89,736.75,0,-0.592
137.359,29.02,89,732.25,0,-0.592
137.465,27.843,89,733.75,0,-0.592
137.602,26.275,89,733.25,0,-0.592
