Time,Ignition_Timing,Differential_Pressure_Sensor_Voltage,Knock_Correction,Fuel_Temperature,Secondary_Wastegate_Duty_Cycle,Idle_Speed_Control_Valve_Step,Intake_VVT_Advance_Angle_Left
28.461,-38.5,0.66,62.0,-30,43.922,4,107
28.52,-38.5,0.66,62.0,-30,43.922,4,107
28.578,-38.5,0.66,62.0,-30,43.922,4,107
28.636,-38.5,0.66,62.0,-30,43.922,4,107
28.694,-38.5,0.66,62.0,-30,43.922,4,107
28.752,-38.5,0.66,62.0,-30,43.922,4,107
28.81,-38.5,0.66,62.0,-30,43.922,4,107
28.868,-38.5,0.66,62.0,-30,43.922,4,107
28.926,-38.5,0.66,62.0,-30,43.922,4,107
28.984,-38.5,0.66,62.0,-30,43.922,4,107
29.042,-38.5,0.66,62.0,-30,43.922,4,107
29.1,-38.5,0.66,62.0,-30,43.922,4,107
29.157,-38.5,0.66,62.0,-30,43.922,4,107
29.216,-38.5,0.66,62.0,-30,43.922,4,107
29.274,-38.5,0.66,62.0,-30,43.922,4,107
29.332,-38.5,0.66,62.0,-30,43.922,4,107
29.39,-38.5,0.66,62.0,-30,43.922,4,107
29.448,-38.5,0.66,62.0,-30,43.922,4,107
29.505,-38.5,0.66,62.0,-30,43.922,4,107
29.563,-38.5,0.66,62.0,-30,43.922,4,107
29.622,-38.5,0.66,62.0,-30,43.922,4,107
29.68,-38.5,0.66,62.0,-30,43.922,4,107
29.737,-38.5,0.66,62.0,-30,43.922,4,107
29.796,-38.5,0.66,62.0,-30,43.922,4,107
29.854,-38.5,0.66,62.0,-30,43.922,4,107
29.913,-38.5,0.66,62.0,-30,43.922,4,107
29.971,-38.5,0.66,62.0,-30,43.922,4,107
30.029,-38.5,0.66,62.0,-30,43.922,4,107
30.087,-38.5,0.66,62.0,-30,43.922,4,107
30.145,-38.5,0.66,62.0,-30,43.922,4,107
30.203,-38.5,0.66,62.0,-30,43.922,4,107
30.261,-38.5,0.66,62.0,-30,43.922,4,107
30.319,-38.5,0.66,62.0,-30,43.922,4,107
30.377,-38.5,0.66,62.0,-30,43.922,4,107
30.436,-38.5,0.66,62.0,-30,43.922,4,107
30.494,-38.5,0.66,62.0,-30,43.922,4,107
30.551,-38.5,0.66,62.0,-30,43.922,4,107
30.609,-38.5,0.66,62.0,-30,43.922,4,107
30.667,-38.5,0.66,62.0,-30,43.922,4,107
30.726,-38.5,0.66,62.0,-30,43.922,4,107
30.784,-38.5,0.66,62.0,-30,43.922,4,107
30.842,-38.5,0.66,62.0,-30,43.922,4,107
30.901,-38.5,0.66,62.0,-30,43.922,4,107
30.959,-38.5,0.66,62.0,-30,43.922,4,107
31.017,-38.5,0.66,62.0,-30,43.922,4,107
31.075,-38.5,0.66,62.0,-30,43.922,4,107
31.133,-38.5,0.66,62.0,-30,43.922,4,107
31.191,-38.5,0.66,62.0,-30,43.922,4,107
31.249,-38.5,0.66,62.0,-30,43.922,4,107
31.307,-38.5,0.66,62.0,-30,43.922,4,107
